,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
301,Male,Yes,0,Not Graduate,No,Semiurban,Y,2875.0,1750.0,105.0,360.0,1.0
302,Female,No,0,Graduate,No,Rural,Y,5000.0,0.0,132.0,360.0,1.0
303,Male,Yes,1,Graduate,No,Urban,Y,1625.0,1803.0,96.0,360.0,1.0
304,Male,No,0,Graduate,No,Rural,Y,4000.0,2500.0,140.0,360.0,1.0
306,Female,No,0,Graduate,No,Rural,Y,3762.0,1666.0,135.0,360.0,1.0
307,Female,No,0,Graduate,No,Urban,N,2400.0,1863.0,104.0,360.0,0.0
308,Male,No,0,Graduate,No,Rural,N,20233.0,0.0,480.0,360.0,1.0
309,Male,Yes,2,Not Graduate,No,Rural,Y,7667.0,0.0,185.0,360.0,0.8434622467771639
310,Female,No,0,Graduate,No,Semiurban,Y,2917.0,0.0,84.0,360.0,1.0
311,Male,No,0,Not Graduate,No,Semiurban,Y,2927.0,2405.0,111.0,360.0,1.0
312,Female,No,0,Graduate,No,Rural,Y,2507.0,0.0,56.0,360.0,1.0
313,Male,Yes,2,Graduate,Yes,Rural,Y,5746.0,0.0,144.0,84.0,0.8434622467771639
314,Male,Yes,0,Graduate,No,Rural,N,2473.0,1843.0,159.0,360.0,1.0
315,Male,Yes,1,Not Graduate,No,Urban,Y,3399.0,1640.0,111.0,180.0,1.0
316,Male,Yes,2,Graduate,No,Semiurban,Y,3717.0,0.0,120.0,360.0,1.0
317,Male,Yes,0,Graduate,No,Urban,Y,2058.0,2134.0,88.0,360.0,0.8434622467771639
318,Female,No,1,Graduate,No,Semiurban,Y,3541.0,0.0,112.0,360.0,0.8434622467771639
319,Male,Yes,1,Graduate,Yes,Rural,N,10000.0,0.0,155.0,360.0,1.0
320,Male,Yes,0,Graduate,No,Semiurban,Y,2400.0,2167.0,115.0,360.0,1.0
321,Male,Yes,3+,Graduate,No,Semiurban,Y,4342.0,189.0,124.0,360.0,1.0
323,Female,No,0,Graduate,No,Rural,Y,3166.0,2985.0,132.0,360.0,0.8434622467771639
324,Male,Yes,3+,Graduate,No,Rural,Y,15000.0,0.0,300.0,360.0,1.0
325,Male,Yes,1,Graduate,Yes,Rural,N,8666.0,4983.0,376.0,360.0,0.0
326,Male,No,0,Graduate,No,Rural,Y,4917.0,0.0,130.0,360.0,0.0
327,Male,Yes,0,Graduate,Yes,Semiurban,Y,5818.0,2160.0,184.0,360.0,1.0
328,Female,Yes,0,Graduate,No,Urban,N,4333.0,2451.0,110.0,360.0,1.0
329,Female,No,0,Graduate,No,Urban,Y,2500.0,0.0,67.0,360.0,1.0
330,Male,No,1,Graduate,No,Urban,Y,4384.0,1793.0,117.0,360.0,1.0
331,Male,No,0,Graduate,No,Semiurban,Y,2935.0,0.0,98.0,360.0,1.0
332,Male,No,0,Graduate,No,Urban,Y,2833.0,0.0,71.0,360.0,1.0
333,Male,Yes,0,Graduate,No,Urban,Y,63337.0,0.0,490.0,180.0,1.0
334,Male,Yes,1,Graduate,Yes,Urban,Y,9833.0,1833.0,182.0,180.0,1.0
335,Male,Yes,0,Graduate,Yes,Semiurban,Y,5503.0,4490.0,70.0,342.1453287197232,1.0
336,Male,Yes,1,Graduate,No,Rural,Y,5250.0,688.0,160.0,360.0,1.0
337,Male,Yes,2,Graduate,Yes,Rural,Y,2500.0,4600.0,176.0,360.0,1.0
339,Female,No,0,Graduate,No,Semiurban,Y,4160.0,0.0,71.0,360.0,1.0
340,Male,Yes,3+,Not Graduate,No,Rural,N,2647.0,1587.0,173.0,360.0,1.0
341,Female,No,0,Graduate,No,Rural,N,2378.0,0.0,46.0,360.0,1.0
342,Male,Yes,1,Not Graduate,No,Urban,Y,4554.0,1229.0,158.0,360.0,1.0
343,Male,Yes,3+,Not Graduate,No,Semiurban,Y,3173.0,0.0,74.0,360.0,1.0
344,Male,Yes,2,Graduate,No,Rural,Y,2583.0,2330.0,125.0,360.0,1.0
345,Male,Yes,0,Graduate,No,Semiurban,Y,2499.0,2458.0,160.0,360.0,1.0
346,Male,Yes,0,Not Graduate,No,Rural,N,3523.0,3230.0,152.0,360.0,0.0
347,Male,Yes,2,Not Graduate,No,Urban,Y,3083.0,2168.0,126.0,360.0,1.0
348,Male,Yes,0,Graduate,No,Semiurban,Y,6333.0,4583.0,259.0,360.0,0.8434622467771639
349,Male,Yes,0,Graduate,No,Rural,Y,2625.0,6250.0,187.0,360.0,1.0
350,Male,Yes,0,Graduate,No,Semiurban,Y,9083.0,0.0,228.0,360.0,1.0
351,Male,No,0,Graduate,No,Rural,N,8750.0,4167.0,308.0,360.0,1.0
352,Male,Yes,3+,Graduate,No,Rural,Y,2666.0,2083.0,95.0,360.0,1.0
353,Female,Yes,0,Graduate,Yes,Rural,N,5500.0,0.0,105.0,360.0,0.0
354,Female,Yes,0,Graduate,No,Semiurban,Y,2423.0,505.0,130.0,360.0,1.0
355,Female,No,0,Graduate,No,Urban,Y,3813.0,0.0,116.0,180.0,1.0
356,Male,Yes,2,Graduate,No,Rural,Y,8333.0,3167.0,165.0,360.0,1.0
357,Male,Yes,1,Graduate,No,Urban,N,3875.0,0.0,67.0,360.0,1.0
358,Male,Yes,0,Not Graduate,No,Urban,N,3000.0,1666.0,100.0,480.0,0.0
359,Male,Yes,3+,Graduate,No,Semiurban,Y,5167.0,3167.0,200.0,360.0,1.0
360,Female,No,1,Graduate,No,Semiurban,N,4723.0,0.0,81.0,360.0,1.0
361,Male,Yes,2,Graduate,No,Semiurban,Y,5000.0,3667.0,236.0,360.0,1.0
362,Male,Yes,0,Graduate,No,Urban,Y,4750.0,2333.0,130.0,360.0,1.0
363,Male,Yes,0,Graduate,No,Urban,Y,3013.0,3033.0,95.0,300.0,0.8434622467771639
364,Male,No,0,Graduate,Yes,Rural,Y,6822.0,0.0,141.0,360.0,1.0
365,Male,No,0,Not Graduate,No,Rural,N,6216.0,0.0,133.0,360.0,1.0
366,Male,No,0,Graduate,No,Semiurban,N,2500.0,0.0,96.0,480.0,1.0
367,Male,No,0,Graduate,No,Rural,N,5124.0,0.0,124.0,342.1453287197232,0.0
368,Male,Yes,1,Graduate,No,Semiurban,Y,6325.0,0.0,175.0,360.0,1.0
369,Male,Yes,0,Graduate,No,Rural,N,19730.0,5266.0,570.0,360.0,1.0
370,Female,No,0,Graduate,Yes,Semiurban,Y,15759.0,0.0,55.0,360.0,1.0
371,Male,Yes,2,Graduate,No,Semiurban,Y,5185.0,0.0,155.0,360.0,1.0
372,Male,Yes,2,Graduate,Yes,Rural,Y,9323.0,7873.0,380.0,300.0,1.0
373,Male,No,1,Graduate,No,Urban,N,3062.0,1987.0,111.0,180.0,0.0
374,Female,No,0,Graduate,No,Urban,Y,2764.0,1459.0,110.0,360.0,1.0
375,Male,Yes,0,Graduate,No,Urban,Y,4817.0,923.0,120.0,180.0,1.0
376,Male,Yes,3+,Graduate,No,Rural,Y,8750.0,4996.0,130.0,360.0,1.0
377,Male,Yes,0,Graduate,No,Semiurban,Y,4310.0,0.0,130.0,360.0,0.8434622467771639
378,Male,No,0,Graduate,No,Urban,N,3069.0,0.0,71.0,480.0,1.0
379,Male,Yes,2,Graduate,No,Urban,Y,5391.0,0.0,130.0,360.0,1.0
380,Male,Yes,0,Graduate,No,Semiurban,Y,3333.0,2500.0,128.0,360.0,1.0
381,Male,No,0,Graduate,No,Semiurban,Y,5941.0,4232.0,296.0,360.0,1.0
382,Female,No,0,Graduate,No,Urban,Y,6000.0,0.0,156.0,360.0,1.0
383,Male,No,0,Graduate,Yes,Urban,Y,7167.0,0.0,128.0,360.0,1.0
384,Male,Yes,2,Graduate,No,Urban,N,4566.0,0.0,100.0,360.0,1.0
385,Male,No,1,Graduate,No,Urban,Y,3667.0,0.0,113.0,180.0,1.0
386,Male,No,0,Not Graduate,No,Semiurban,Y,2346.0,1600.0,132.0,360.0,1.0
388,Male,Yes,0,Graduate,No,Urban,Y,2333.0,2417.0,136.0,360.0,1.0
389,Male,Yes,0,Graduate,No,Rural,Y,5488.0,0.0,125.0,360.0,1.0
390,Male,No,3+,Graduate,No,Rural,Y,9167.0,0.0,185.0,360.0,1.0
391,Male,Yes,3+,Graduate,No,Rural,Y,9504.0,0.0,275.0,360.0,1.0
392,Male,Yes,0,Graduate,No,Urban,Y,2583.0,2115.0,120.0,360.0,0.8434622467771639
393,Male,Yes,2,Not Graduate,No,Semiurban,Y,1993.0,1625.0,113.0,180.0,1.0
394,Male,Yes,2,Graduate,No,Urban,Y,3100.0,1400.0,113.0,360.0,1.0
395,Male,Yes,2,Graduate,No,Semiurban,Y,3276.0,484.0,135.0,360.0,0.8434622467771639
396,Female,No,0,Graduate,No,Urban,N,3180.0,0.0,71.0,360.0,0.0
397,Male,Yes,0,Graduate,No,Urban,Y,3033.0,1459.0,95.0,360.0,1.0
398,Male,No,0,Not Graduate,No,Rural,Y,3902.0,1666.0,109.0,360.0,1.0
399,Female,No,0,Graduate,No,Semiurban,N,1500.0,1800.0,103.0,360.0,0.0
400,Male,Yes,2,Not Graduate,No,Urban,N,2889.0,0.0,45.0,180.0,0.0
401,Male,No,0,Not Graduate,No,Rural,N,2755.0,0.0,65.0,300.0,1.0
402,Male,No,0,Graduate,No,Semiurban,Y,2500.0,20000.0,103.0,360.0,1.0
403,Female,No,0,Not Graduate,No,Semiurban,Y,1963.0,0.0,53.0,360.0,1.0
404,Female,No,0,Graduate,Yes,Rural,N,7441.0,0.0,194.0,360.0,1.0
405,Female,No,0,Graduate,No,Semiurban,Y,4547.0,0.0,115.0,360.0,1.0
406,Male,Yes,0,Not Graduate,No,Urban,Y,2167.0,2400.0,115.0,360.0,1.0
407,Female,No,0,Not Graduate,No,Rural,Y,2213.0,0.0,66.0,360.0,1.0
408,Male,Yes,1,Graduate,No,Semiurban,N,8300.0,0.0,152.0,300.0,0.0
409,Male,Yes,3+,Graduate,No,Rural,N,81000.0,0.0,360.0,360.0,0.0
410,Female,No,1,Not Graduate,Yes,Semiurban,N,3867.0,0.0,62.0,360.0,1.0
411,Male,Yes,0,Graduate,No,Urban,Y,6256.0,0.0,160.0,360.0,0.8434622467771639
412,Male,Yes,0,Not Graduate,No,Rural,N,6096.0,0.0,218.0,360.0,0.0
413,Male,Yes,0,Not Graduate,No,Rural,Y,2253.0,2033.0,110.0,360.0,1.0
414,Female,Yes,0,Not Graduate,No,Semiurban,N,2149.0,3237.0,178.0,360.0,0.0
415,Female,No,0,Graduate,No,Urban,Y,2995.0,0.0,60.0,360.0,1.0
416,Female,No,1,Graduate,No,Urban,N,2600.0,0.0,160.0,360.0,1.0
417,Male,Yes,2,Graduate,Yes,Urban,N,1600.0,20000.0,239.0,360.0,1.0
418,Male,Yes,0,Graduate,No,Rural,Y,1025.0,2773.0,112.0,360.0,1.0
419,Male,Yes,0,Graduate,No,Semiurban,Y,3246.0,1417.0,138.0,360.0,1.0
420,Male,Yes,0,Graduate,No,Rural,Y,5829.0,0.0,138.0,360.0,1.0
421,Female,No,0,Not Graduate,No,Urban,N,2720.0,0.0,80.0,342.1453287197232,0.0
422,Male,Yes,0,Graduate,No,Urban,Y,1820.0,1719.0,100.0,360.0,1.0
423,Male,Yes,1,Graduate,No,Urban,N,7250.0,1667.0,110.0,342.1453287197232,0.0
424,Male,Yes,0,Graduate,No,Semiurban,Y,14880.0,0.0,96.0,360.0,1.0
425,Male,Yes,0,Graduate,No,Rural,Y,2666.0,4300.0,121.0,360.0,1.0
426,Female,No,1,Not Graduate,No,Rural,N,4606.0,0.0,81.0,360.0,1.0
427,Male,Yes,2,Graduate,No,Semiurban,Y,5935.0,0.0,133.0,360.0,1.0
428,Male,Yes,0,Graduate,No,Rural,Y,2920.0,16.12000084,87.0,360.0,1.0
429,Male,No,0,Not Graduate,No,Urban,Y,2717.0,0.0,60.0,180.0,1.0
430,Female,No,1,Graduate,Yes,Semiurban,Y,8624.0,0.0,150.0,360.0,1.0
431,Male,No,0,Graduate,No,Rural,N,6500.0,0.0,105.0,360.0,0.0
432,Male,No,0,Graduate,No,Semiurban,Y,12876.0,0.0,405.0,360.0,1.0
433,Male,Yes,0,Graduate,No,Semiurban,Y,2425.0,2340.0,143.0,360.0,1.0
434,Male,No,0,Graduate,No,Urban,Y,3750.0,0.0,100.0,360.0,1.0
436,Male,No,0,Graduate,No,Semiurban,Y,1926.0,1851.0,50.0,360.0,1.0
438,Male,No,0,Graduate,Yes,Urban,N,10416.0,0.0,187.0,360.0,0.0
439,Female,Yes,0,Not Graduate,Yes,Rural,Y,7142.0,0.0,138.0,360.0,1.0
440,Male,No,0,Graduate,No,Semiurban,Y,3660.0,5064.0,187.0,360.0,1.0
441,Male,Yes,0,Graduate,No,Rural,Y,7901.0,1833.0,180.0,360.0,1.0
442,Male,No,3+,Not Graduate,No,Semiurban,Y,4707.0,1993.0,148.0,360.0,1.0
443,Male,No,1,Graduate,No,Semiurban,Y,37719.0,0.0,152.0,360.0,1.0
444,Male,Yes,0,Graduate,No,Rural,Y,7333.0,8333.0,175.0,300.0,0.8434622467771639
445,Male,Yes,1,Graduate,Yes,Rural,Y,3466.0,1210.0,130.0,360.0,1.0
446,Male,Yes,2,Not Graduate,No,Rural,Y,4652.0,0.0,110.0,360.0,1.0
447,Male,Yes,0,Graduate,No,Rural,N,3539.0,1376.0,55.0,360.0,1.0
448,Male,Yes,2,Graduate,No,Rural,N,3340.0,1710.0,150.0,360.0,0.0
449,Male,No,1,Not Graduate,Yes,Semiurban,N,2769.0,1542.0,190.0,360.0,0.8434622467771639
450,Male,Yes,2,Not Graduate,No,Rural,N,2309.0,1255.0,125.0,360.0,0.0
451,Male,Yes,2,Not Graduate,No,Urban,Y,1958.0,1456.0,60.0,300.0,0.8434622467771639
452,Male,Yes,0,Graduate,No,Rural,N,3948.0,1733.0,149.0,360.0,0.0
453,Male,Yes,0,Graduate,No,Rural,Y,2483.0,2466.0,90.0,180.0,0.0
454,Male,No,0,Graduate,Yes,Semiurban,Y,7085.0,0.0,84.0,360.0,1.0
455,Male,Yes,2,Graduate,No,Semiurban,Y,3859.0,0.0,96.0,360.0,1.0
456,Male,Yes,0,Graduate,No,Urban,Y,4301.0,0.0,118.0,360.0,1.0
457,Male,Yes,0,Graduate,No,Urban,N,3708.0,2569.0,173.0,360.0,1.0
458,Male,No,2,Graduate,No,Rural,Y,4354.0,0.0,136.0,360.0,1.0
459,Male,Yes,0,Graduate,No,Semiurban,N,8334.0,0.0,160.0,360.0,1.0
460,Male,Yes,0,Graduate,Yes,Semiurban,Y,2083.0,4083.0,160.0,360.0,0.8434622467771639
461,Male,Yes,3+,Graduate,No,Urban,Y,7740.0,0.0,128.0,180.0,1.0
462,Male,Yes,0,Graduate,No,Rural,Y,3015.0,2188.0,153.0,360.0,1.0
463,Female,No,1,Not Graduate,No,Semiurban,Y,5191.0,0.0,132.0,360.0,1.0
464,Male,No,0,Graduate,No,Semiurban,N,4166.0,0.0,98.0,360.0,0.0
465,Male,No,0,Graduate,No,Rural,Y,6000.0,0.0,140.0,360.0,1.0
466,Male,Yes,3+,Not Graduate,No,Urban,N,2947.0,1664.0,70.0,180.0,0.0
467,Male,Yes,0,Graduate,No,Semiurban,Y,16692.0,0.0,110.0,360.0,1.0
468,Female,Yes,2,Not Graduate,No,Semiurban,Y,210.0,2917.0,98.0,360.0,1.0
469,Male,Yes,0,Graduate,No,Urban,N,4333.0,2451.0,110.0,360.0,1.0
470,Male,Yes,1,Graduate,Yes,Semiurban,Y,3450.0,2079.0,162.0,360.0,1.0
471,Male,Yes,1,Not Graduate,No,Rural,N,2653.0,1500.0,113.0,180.0,0.0
472,Male,Yes,3+,Graduate,No,Semiurban,Y,4691.0,0.0,100.0,360.0,1.0
473,Female,No,0,Graduate,Yes,Urban,Y,2500.0,0.0,93.0,360.0,0.8434622467771639
474,Male,No,2,Graduate,No,Rural,Y,5532.0,4648.0,162.0,360.0,1.0
475,Male,Yes,2,Graduate,Yes,Rural,Y,16525.0,1014.0,150.0,360.0,1.0
476,Male,Yes,2,Graduate,No,Semiurban,Y,6700.0,1750.0,230.0,300.0,1.0
477,Male,Yes,2,Graduate,No,Semiurban,N,2873.0,1872.0,132.0,360.0,0.0
478,Male,Yes,1,Graduate,Yes,Semiurban,Y,16667.0,2250.0,86.0,360.0,1.0
480,Female,No,0,Not Graduate,No,Rural,Y,4350.0,0.0,154.0,360.0,1.0
481,Male,Yes,3+,Not Graduate,No,Rural,Y,3095.0,0.0,113.0,360.0,1.0
482,Male,Yes,0,Graduate,No,Semiurban,Y,2083.0,3150.0,128.0,360.0,1.0
483,Male,Yes,0,Graduate,No,Semiurban,Y,10833.0,0.0,234.0,360.0,1.0
484,Male,Yes,2,Graduate,No,Semiurban,Y,8333.0,0.0,246.0,360.0,1.0
485,Male,Yes,1,Not Graduate,No,Rural,Y,1958.0,2436.0,131.0,360.0,1.0
486,Male,No,2,Graduate,No,Rural,N,3547.0,0.0,80.0,360.0,0.0
487,Male,Yes,1,Graduate,No,Urban,N,18333.0,0.0,500.0,360.0,1.0
488,Male,Yes,2,Graduate,Yes,Semiurban,Y,4583.0,2083.0,160.0,360.0,1.0
489,Male,No,0,Graduate,No,Urban,N,2435.0,0.0,75.0,360.0,1.0
490,Male,No,0,Not Graduate,No,Semiurban,Y,2699.0,2785.0,96.0,360.0,0.8434622467771639
491,Male,Yes,1,Not Graduate,No,Urban,Y,5333.0,1131.0,186.0,360.0,0.8434622467771639
492,Male,No,0,Not Graduate,No,Rural,Y,3691.0,0.0,110.0,360.0,1.0
493,Female,No,0,Not Graduate,Yes,Semiurban,Y,17263.0,0.0,225.0,360.0,1.0
494,Male,Yes,0,Graduate,No,Rural,N,3597.0,2157.0,119.0,360.0,0.0
495,Female,Yes,1,Graduate,No,Semiurban,Y,3326.0,913.0,105.0,84.0,1.0
496,Male,Yes,0,Not Graduate,No,Rural,Y,2600.0,1700.0,107.0,360.0,1.0
497,Male,Yes,0,Graduate,No,Urban,Y,4625.0,2857.0,111.0,12.0,0.8434622467771639
498,Male,Yes,1,Graduate,Yes,Semiurban,Y,2895.0,0.0,95.0,360.0,1.0
499,Male,No,0,Graduate,No,Rural,N,6283.0,4416.0,209.0,360.0,0.0
500,Female,No,0,Graduate,No,Rural,Y,645.0,3683.0,113.0,480.0,1.0
501,Female,No,0,Graduate,No,Semiurban,Y,3159.0,0.0,100.0,360.0,1.0
502,Male,Yes,2,Graduate,No,Semiurban,Y,4865.0,5624.0,208.0,360.0,1.0
503,Male,Yes,1,Not Graduate,No,Rural,N,4050.0,5302.0,138.0,360.0,0.8434622467771639
504,Male,Yes,0,Not Graduate,No,Semiurban,Y,3814.0,1483.0,124.0,300.0,1.0
505,Male,Yes,2,Graduate,No,Rural,Y,3510.0,4416.0,243.0,360.0,1.0
506,Male,Yes,0,Graduate,No,Urban,Y,20833.0,6667.0,480.0,360.0,0.8434622467771639
507,Male,No,0,Graduate,No,Urban,N,3583.0,0.0,96.0,360.0,1.0
508,Male,Yes,0,Graduate,Yes,Urban,Y,2479.0,3013.0,188.0,360.0,1.0
509,Female,No,1,Graduate,No,Urban,Y,13262.0,0.0,40.0,360.0,1.0
510,Male,No,0,Not Graduate,No,Rural,N,3598.0,1287.0,100.0,360.0,1.0
511,Male,Yes,1,Graduate,No,Semiurban,Y,6065.0,2004.0,250.0,360.0,1.0
512,Male,Yes,2,Graduate,No,Urban,Y,3283.0,2035.0,148.0,360.0,1.0
513,Male,Yes,0,Graduate,No,Semiurban,N,2130.0,6666.0,70.0,180.0,1.0
514,Male,No,0,Graduate,No,Rural,N,5815.0,3666.0,311.0,360.0,1.0
515,Male,Yes,3+,Graduate,No,Rural,Y,3466.0,3428.0,150.0,360.0,1.0
516,Female,Yes,2,Graduate,No,Semiurban,Y,2031.0,1632.0,113.0,480.0,1.0
517,Male,Yes,0,Not Graduate,No,Semiurban,N,3074.0,1800.0,123.0,360.0,0.0
518,Male,No,0,Graduate,No,Semiurban,N,4683.0,1915.0,185.0,360.0,1.0
519,Female,No,0,Not Graduate,No,Rural,N,3400.0,0.0,95.0,360.0,1.0
520,Male,Yes,2,Not Graduate,No,Semiurban,Y,2192.0,1742.0,45.0,360.0,1.0
521,Male,No,0,Graduate,No,Semiurban,Y,2500.0,0.0,55.0,360.0,1.0
522,Male,Yes,3+,Graduate,Yes,Rural,Y,5677.0,1424.0,100.0,360.0,1.0
523,Male,Yes,2,Graduate,Yes,Rural,Y,7948.0,7166.0,480.0,360.0,1.0
525,Male,Yes,2,Graduate,Yes,Rural,Y,17500.0,0.0,400.0,360.0,1.0
526,Male,Yes,0,Graduate,No,Semiurban,Y,3775.0,0.0,110.0,360.0,1.0
527,Male,Yes,1,Not Graduate,No,Semiurban,Y,5285.0,1430.0,161.0,360.0,0.0
528,Male,No,1,Not Graduate,No,Semiurban,Y,2679.0,1302.0,94.0,360.0,1.0
529,Male,No,0,Not Graduate,No,Semiurban,Y,6783.0,0.0,130.0,360.0,1.0
530,Male,Yes,0,Graduate,No,Rural,Y,1025.0,5500.0,216.0,360.0,0.8434622467771639
531,Male,Yes,3+,Graduate,No,Urban,Y,4281.0,0.0,100.0,360.0,1.0
532,Male,No,2,Graduate,No,Rural,N,3588.0,0.0,110.0,360.0,0.0
533,Male,No,1,Graduate,No,Semiurban,N,11250.0,0.0,196.0,360.0,0.8434622467771639
534,Female,No,0,Not Graduate,Yes,Urban,Y,18165.0,0.0,125.0,360.0,1.0
535,Male,No,0,Not Graduate,No,Rural,Y,2550.0,2042.0,126.0,360.0,1.0
536,Male,Yes,0,Graduate,No,Urban,Y,6133.0,3906.0,324.0,360.0,1.0
537,Male,No,2,Graduate,No,Semiurban,Y,3617.0,0.0,107.0,360.0,1.0
538,Male,Yes,0,Not Graduate,No,Rural,N,2917.0,536.0,66.0,360.0,1.0
539,Male,Yes,3+,Graduate,No,Rural,Y,6417.0,0.0,157.0,180.0,1.0
540,Female,Yes,1,Graduate,No,Semiurban,Y,4608.0,2845.0,140.0,180.0,1.0
541,Female,No,0,Graduate,No,Semiurban,N,2138.0,0.0,99.0,360.0,0.0
542,Female,No,1,Graduate,No,Semiurban,Y,3652.0,0.0,95.0,360.0,1.0
543,Male,Yes,1,Not Graduate,No,Urban,Y,2239.0,2524.0,128.0,360.0,1.0
544,Female,Yes,0,Not Graduate,No,Semiurban,Y,3017.0,663.0,102.0,360.0,0.8434622467771639
545,Male,Yes,0,Graduate,No,Rural,Y,2768.0,1950.0,155.0,360.0,1.0
546,Male,No,0,Not Graduate,No,Semiurban,N,3358.0,0.0,80.0,36.0,1.0
547,Male,No,0,Graduate,No,Rural,Y,2526.0,1783.0,145.0,360.0,1.0
548,Female,No,0,Graduate,No,Semiurban,N,5000.0,0.0,103.0,360.0,0.0
549,Male,Yes,0,Graduate,No,Rural,Y,2785.0,2016.0,110.0,360.0,1.0
552,Male,Yes,1,Graduate,No,Urban,Y,3333.0,3250.0,158.0,360.0,1.0
553,Male,Yes,0,Not Graduate,No,Urban,N,2454.0,2333.0,181.0,360.0,0.0
554,Male,Yes,0,Graduate,No,Rural,N,3593.0,4266.0,132.0,180.0,0.0
555,Male,Yes,1,Graduate,No,Semiurban,Y,5468.0,1032.0,26.0,360.0,1.0
556,Female,No,0,Graduate,No,Urban,Y,2667.0,1625.0,84.0,360.0,0.8434622467771639
557,Male,Yes,3+,Graduate,Yes,Semiurban,Y,10139.0,0.0,260.0,360.0,1.0
558,Male,Yes,0,Graduate,No,Semiurban,Y,3887.0,2669.0,162.0,360.0,1.0
559,Female,Yes,0,Graduate,No,Semiurban,Y,4180.0,2306.0,182.0,360.0,1.0
560,Male,Yes,2,Not Graduate,No,Semiurban,Y,3675.0,242.0,108.0,360.0,1.0
561,Female,Yes,1,Graduate,Yes,Semiurban,Y,19484.0,0.0,600.0,360.0,1.0
562,Male,Yes,0,Graduate,No,Rural,Y,5923.0,2054.0,211.0,360.0,1.0
563,Male,No,0,Not Graduate,Yes,Semiurban,Y,5800.0,0.0,132.0,360.0,1.0
564,Male,Yes,2,Graduate,No,Urban,N,8799.0,0.0,258.0,360.0,0.0
565,Male,Yes,0,Not Graduate,No,Rural,Y,4467.0,0.0,120.0,360.0,0.8434622467771639
566,Male,No,0,Graduate,No,Urban,Y,3333.0,0.0,70.0,360.0,1.0
567,Male,Yes,3+,Graduate,No,Rural,N,3400.0,2500.0,123.0,360.0,0.0
568,Female,No,0,Graduate,No,Urban,N,2378.0,0.0,9.0,360.0,1.0
569,Male,Yes,0,Graduate,No,Urban,N,3166.0,2064.0,104.0,360.0,0.0
570,Male,Yes,1,Graduate,No,Urban,Y,3417.0,1750.0,186.0,360.0,1.0
571,Male,Yes,0,Graduate,No,Urban,N,5116.0,1451.0,165.0,360.0,0.0
572,Male,Yes,2,Graduate,No,Urban,Y,16666.0,0.0,275.0,360.0,1.0
573,Male,Yes,2,Not Graduate,No,Semiurban,N,6125.0,1625.0,187.0,480.0,1.0
574,Male,Yes,3+,Graduate,No,Semiurban,N,6406.0,0.0,150.0,360.0,1.0
575,Male,Yes,2,Graduate,No,Urban,Y,3159.0,461.0,108.0,84.0,1.0
576,Male,Yes,0,Graduate,No,Semiurban,N,3087.0,2210.0,136.0,360.0,0.0
577,Male,No,0,Graduate,No,Urban,Y,3229.0,2739.0,110.0,360.0,1.0
578,Male,Yes,1,Graduate,No,Rural,Y,1782.0,2232.0,107.0,360.0,1.0
579,Male,No,0,Graduate,No,Urban,Y,3182.0,2917.0,161.0,360.0,1.0
580,Male,Yes,2,Graduate,No,Semiurban,Y,6540.0,0.0,205.0,360.0,1.0
581,Male,No,0,Graduate,No,Urban,N,1836.0,33837.0,90.0,360.0,1.0
582,Female,Yes,0,Graduate,No,Semiurban,Y,3166.0,0.0,36.0,360.0,1.0
583,Male,Yes,1,Graduate,No,Rural,N,1880.0,0.0,61.0,360.0,0.8434622467771639
584,Male,Yes,1,Graduate,No,Rural,N,2787.0,1917.0,146.0,360.0,0.0
585,Male,Yes,1,Graduate,No,Rural,N,4283.0,3000.0,172.0,84.0,1.0
586,Male,Yes,0,Graduate,No,Urban,Y,2297.0,1522.0,104.0,360.0,1.0
587,Female,No,0,Not Graduate,No,Semiurban,Y,2165.0,0.0,70.0,360.0,1.0
588,Male,No,0,Graduate,No,Semiurban,Y,4750.0,0.0,94.0,360.0,1.0
589,Male,Yes,2,Graduate,Yes,Semiurban,N,2726.0,0.0,106.0,360.0,0.0
590,Male,Yes,0,Graduate,No,Semiurban,Y,3000.0,3416.0,56.0,180.0,1.0
591,Male,Yes,2,Graduate,Yes,Semiurban,N,6000.0,0.0,205.0,240.0,1.0
592,Male,No,3+,Graduate,Yes,Semiurban,Y,9357.0,0.0,292.0,360.0,1.0
593,Male,Yes,0,Graduate,No,Rural,Y,3859.0,3300.0,142.0,180.0,1.0
594,Male,Yes,0,Graduate,Yes,Urban,Y,16120.0,0.0,260.0,360.0,1.0
595,Male,No,0,Not Graduate,No,Rural,Y,3833.0,0.0,110.0,360.0,1.0
596,Male,Yes,2,Not Graduate,Yes,Rural,N,6383.0,1000.0,187.0,360.0,1.0
597,Male,No,0,Graduate,No,Semiurban,N,2987.0,0.0,88.0,360.0,0.0
598,Male,Yes,0,Graduate,Yes,Rural,Y,9963.0,0.0,180.0,360.0,1.0
599,Male,Yes,2,Graduate,No,Urban,Y,5780.0,0.0,192.0,360.0,1.0
600,Female,No,3+,Graduate,No,Urban,N,416.0,41667.0,350.0,180.0,0.8434622467771639
601,Male,Yes,0,Not Graduate,No,Rural,Y,2894.0,2792.0,155.0,360.0,1.0
602,Male,Yes,3+,Graduate,No,Urban,Y,5703.0,0.0,128.0,360.0,1.0
